dog_id, age, weight, sex, kind, color, neuter, thumnail, profile, careAddr, careNm, special, find_place , find_date , end_date
N448548202000333,2018(년생),10(Kg),M,진도견,흰색 ,N,http://www.animal.go.kr/files/shelter/2020/07/202009151909319_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151909319.jpg,경상남도 합천군 합천읍 옥산로 16 (합천읍/ 까치빌라) 태민동물병원,태민동물병원,겁이 많고 경계심이 많아서 조심성이 많은 성격 ,합천읍 충효로,20200915,20200925
N448548202000332,2016(년생),7(Kg),M,아메리칸 에스키모,갈색 흰색 ,N,http://www.animal.go.kr/files/shelter/2020/07/202009151909418_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151909418.jpg,경상남도 합천군 합천읍 옥산로 16 (합천읍/ 까치빌라) 태민동물병원,태민동물병원,사람을 잘따르고 온순하며 밝은성격,율곡면 노양3길9-1  ,20200915,20200925
N448548202000331,2017(년생),4(Kg),F,믹스견,흰색 ,N,http://www.animal.go.kr/files/shelter/2020/07/202009151909596_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151909596.jpg,경상남도 합천군 합천읍 옥산로 16 (합천읍/ 까치빌라) 태민동물병원,태민동물병원,체리아이가 있고 사람을 너무 좋아하는 온순한 아기 ,율곡면 노양3길,20200915,20200925
N448547202000474,2018(년생),20(Kg),F,믹스견,황색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151709431_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709431.jpeg,경상남도 거창군 남상면 수남로 1934-10 (남상면) ,보경동물병원,2세 추정,웅양면 운평길 67-9,20200915,20200925
N448543202000294,2020(년생),4(Kg),F,믹스견,흰색/ 갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509674_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509674.jpg,경상남도 남해군 이동면 무림로 33-13 (이동면) ,남해군유기동물보호소,온순하고 활발함/,경남 남해군 남면 선구리 항촌마을,20200915,20200925
N448543202000293,2020(년생),4(Kg),M,믹스견,흰색/ 갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509763_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509763.jpg,경상남도 남해군 이동면 무림로 33-13 (이동면) ,남해군유기동물보호소,온순함,경남 남해군 남면 선구리 항촌마을,20200915,20200925
N448543202000292,2014(년생),8(Kg),M,믹스견,검은색/ 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151009387_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151009387.jpg,경상남도 남해군 이동면 무림로 33-13 (이동면) ,남해군유기동물보호소,온순함/ 3~4년 떠돌이 생활(주민증언),경남 남해군 서면 연죽삼거리 인근,20200915,20200925
N448540202000390,2019(년생),6.2(Kg),M,푸들,갈색,Y,http://www.animal.go.kr/files/shelter/2020/07/202009151709963_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709963.jpg,경상남도 함안군 가야읍 함안대로 755 ,함안군동물보호소,9월12일 함안면 함안파출소에서 인수,함안군 여항면 별천약수터,20200915,20200922
N448540202000389,2019(년생),3(Kg),M,믹스견,하양/검정,U,http://www.animal.go.kr/files/shelter/2020/07/202009151609677_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609677.jpg,경상남도 함안군 가야읍 함안대로 755 ,함안군동물보호소,기저귀입고 있었음/ 순함/(임보후입양예정),함안군 여항면 주서3길. 여항산등산로 입구 도로변,20200915,20200922
N448538202000490,2019(년생),3.6(Kg),M,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151409636_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409636.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,갈색,북정동대동1차아파트,20200915,20200925
N448538202000489,2015(년생),1.8(Kg),M,말티즈,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151409204_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409204.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,흰색,어곡동대동로6-1,20200915,20200925
N448538202000488,2016(년생),3.0(Kg),M,푸들,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151309930_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151309930.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,흰색,북정로25,20200915,20200925
N448537202001086,2019(년생),5(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709943_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709943.jpg,경상남도 거제시 사등면 두동로1길 109 (사등면/ 한국자원재생공사폐비닐적재장) 거제시유기동물보호소,거제시유기동물보호소,포획틀잡힘,삼성중공업 후문,20200915,20200925
N448537202001063,2018(년생),7(Kg),F,믹스견,갈색/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151109965_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151109965.jpg,경상남도 거제시 사등면 두동로1길 109 (사등면/ 한국자원재생공사폐비닐적재장) 거제시유기동물보호소,거제시유기동물보호소,포획틀잡힘/경계심함,삼성중공업 후문,20200915,20200925
N448533202000560,2018(년생),3.2(Kg),F,믹스견,갈색/크림색/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709708_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709708.jpg,경상남도 통영시 광도면 죽림3로 33 (광도면) 사랑애완동물병원,사랑애완동물병원,예민하고 겁이 많음,용남해안로 357. 모노퍼니펜션 근처,20200915,20200925
N448532202000734,2020(년생),4(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151409134_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409134.jpg,경상남도 창원시 진해구 웅천로 218 (성내동/ 농업기술센터) 205번지 ,진해유기동물보호소,보호소 안에 넣어놓고 감/ 온순함/ 중X/ 칩X,진해유기동물보호소,20200915,20200917
N448531202000606,2020(년생),1.2(Kg),M,믹스견,갈색/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151609180_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609180.jpg,경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소, 순 함,진주시 문산읍 동부로 588번길,20200915,20200925
N448531202000605,2020(년생),2.4(Kg),M,믹스견,갈색/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151609505_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609505.jpg,경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소, 순 함 ,진주시 문산읍 동부로 588번길,20200915,20200925
N448528202000906,2020(년생),2.3(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151409639_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409639.jpg,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,마산유기동물보호소,살색코/ 귀/얼굴 부분 연갈색,오동동 250-71 (오동동14길 7) 주변,20200915,20200924
N447523202000139,2020(년생),1.5(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509516_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509516.jpg,경상북도 예천군 예천읍 충효로 632-84 (예천읍/ 유기동물보호소) ,예천군유기동물보호소,강아지 4마리 같이 입소,용문면 대제리,20200915,20200925
N447523202000138,2020(년생),1.5(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509414_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509414.jpg,경상북도 예천군 예천읍 충효로 632-84 (예천읍/ 유기동물보호소) ,예천군유기동물보호소,강아지 4마리 같이 입소,용문면 대제리,20200915,20200925
N447523202000137,2020(년생),1.5(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509911_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509911.jpg,경상북도 예천군 예천읍 충효로 632-84 (예천읍/ 유기동물보호소) ,예천군유기동물보호소,강아지 4마리 같이 입소,용문면 대제리,20200915,20200925
N447523202000136,2020(년생),1.2(Kg),M,믹스견,검정/ 갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509462_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509462.jpg,경상북도 예천군 예천읍 충효로 632-84 (예천읍/ 유기동물보호소) ,예천군유기동물보호소,강아지 4두 같이 입소,용문면 대제리,20200915,20200925
N447522202000287,2020(년생),2(Kg),F,믹스견,크림색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509654_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509654.jpg,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,칠곡유기동물보호센터,빈집에새끼를낳아50일지남 신고자말로 어미는리트리버 닮았다고 애비는 누구야?,영오덕천길,20200915,20200922
N447522202000286,2020(년생),2(Kg),F,믹스견,흰색에머리만블랙탄,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509284_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509284.jpg,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,칠곡유기동물보호센터,빈집에새끼를낳아50일지남 신고자말로 어미는리트리버 닮았다고 애비는 누구야?,영오덕천길,20200915,20200922
N447522202000285,2020(년생),2(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509956_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509956.jpg,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,칠곡유기동물보호센터,빈집에새끼를낳아50일지남 신고자말로 어미는리트리버 닮았다고 애비는 누구야?,영오덕천길,20200915,20200922
N447522202000284,2020(년생),3(Kg),F,믹스견,검은색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509593_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509593.jpg,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,칠곡유기동물보호센터,물류창고에 발에 흰색페인트가묻어 들어옴 사람잘따르고착한까미,지천면신동로7길,20200915,20200922
N447510202000161,2016(년생),16(Kg),M,믹스견,흰색에 황색 반점,N,http://www.animal.go.kr/files/shelter/2020/07/202009151309569_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151309569.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,영천유기동물보호센터,크림색 목걸이 착용/ 순함,고경면 대의리,20200915,20200925
N447510202000160,2015(년생),7(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009150909767[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009150909767[1].jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,영천유기동물보호센터,2주된 새끼 8마리 같이 구조,북안면 명주리 명주교회 인근 밭,20200915,20200925
N447510202000159,2016(년생),4(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009150909308_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009150909308.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,영천유기동물보호센터,예민함,북안면 고지리,20200915,20200925
N447510202000158,2019(년생),6(Kg),M,믹스견,흰색바탕에 검은 반점,N,http://www.animal.go.kr/files/shelter/2020/07/202009150909475_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009150909475.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,영천유기동물보호센터,사람 잘 따름/,고경면 삼포리,20200915,20200925
N447510202000157,2020(년생),3(Kg),M,믹스견,베이지,N,http://www.animal.go.kr/files/shelter/2020/07/202009150909701_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009150909701.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,영천유기동물보호센터,3개월령/ 구조자 임시보호중,도남동,20200915,20200925
N447510202000156,2020(년생),2(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009150909457_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009150909457.jpg,경상북도 영천시 천문로 622-13 (오미동/ 영천시농업기술센터) ,영천유기동물보호센터,2개월령/ 구조자 임시보호중,도남동,20200915,20200925
N447502202001570,2018(년생),20(Kg),F,진도견,황흑백,U,http://www.animal.go.kr/files/shelter/2020/07/202009151709126_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709126.jpg,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,목테 목줄착용/온순함/호피무늬(칩있음410100008154731),경상북도 포항시 남구 상대로 쌍용사거리 인근,20200915,20200925
N447502202001568,2017(년생),5(Kg),M,포메라니안,황백,N,http://www.animal.go.kr/files/shelter/2020/07/202009151109528_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151109528.jpg,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,주민센터인근에서 발견(몇일되었다고함)(칩없음)/꼬리부분 미용흔적있음/신고자 입양의사있음,경상북도 포항시 남구 상대동 주민센터 인근,20200915,20200925
N446499202000196,2019(년생),8(Kg),M,믹스견,검정/갈색믹스,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709281_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709281.jpg,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ,유기동물임시보호센터,산쪽 도로변에 유기한것으로 보이며/ 피부병있음/같은종 1마리 같이 유기됨/,신지면 신기리 독고재 도로변,20200915,20200924
N446498202000280,2015(년생),7(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151509826_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151509826.jpg,전라남도 장성군 장성읍 구암길 46-24 (장성읍) ,우남동물병원,7마리 들개 중,진원면 나노산단2로,20200915,20200925
N446498202000279,2019(년생),4(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/20200915150969_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915150969.jpg,전라남도 장성군 장성읍 구암길 46-24 (장성읍) ,우남동물병원,건강상태 양호,동화면 함장로 주유소,20200915,20200925
N446496202000215,2020(년생),4(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709114[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709114[1].jpg,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,학교동물임시보호센터,믹스견/흰색/암/0/5세/4kg추정,함평군 월야면 용암리 방하마을,20200915,20201005
N446496202000214,2020(년생),5(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709692_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709692.jpg,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,학교동물임시보호센터,믹스견/흰색/수/0/5ㅛㅔ/5kg추정,함평군 월야면 용암리 방하마을,20200915,20201005
N446495202000384,2020(년생),4(Kg),F,닥스훈트,검정,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709915_s[1].jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709915.jpeg,전라남도 무안군 청계면 독골길 10-5 (청계면) ,유기동물보호소,잘따름 ,일로읍 신규 아파트 단지,20200915,20200925
N446495202000383,2020(년생),4(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709927_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709927.jpeg,전라남도 무안군 청계면 독골길 10-5 (청계면) ,유기동물보호소,순함,일로읍 복룡길 29-5,20200915,20200925
N446495202000381,2020(년생),4(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151709661_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709661.jpeg,전라남도 무안군 청계면 독골길 10-5 (청계면) ,유기동물보호소,경계함/ 뒷다리 머리부분 종양,일로농공단지 해송,20200915,20200925
N446493202000108,2020(년생),1(Kg),F,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151409855_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409855.jpeg,전라남도 해남군 해남읍 해리 355-4,해남군유기동물보호소,어미와 새끼 4마리 함께 포획,화산면 월호마을,20200915,20200925
N446493202000107,2020(년생),1(Kg),M,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151409929_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409929.jpeg,전라남도 해남군 해남읍 해리 355-4,해남군유기동물보호소,어미와 새끼 4마리 함께 포획,화산면 월호마을,20200915,20200925
N446493202000106,2020(년생),1(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/20200915140964_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915140964.jpg,전라남도 해남군 해남읍 해리 355-4,해남군유기동물보호소,어미와 새끼 4마리 함께 포획,화산면 월호마을,20200915,20200925
N446493202000105,2020(년생),1(Kg),F,믹스견,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151409843_s[1].jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409843.jpeg,전라남도 해남군 해남읍 해리 355-4,해남군유기동물보호소,어미와 새끼 4마리 함께 포획,화산면 월호마을,20200915,20200925
N446493202000104,2019(년생),10(Kg),F,믹스견,검정,U,http://www.animal.go.kr/files/shelter/2020/07/202009151409784_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151409784.jpeg,전라남도 해남군 해남읍 해리 355-4,해남군유기동물보호소,사람을 경계함,화산면 월호마을,20200915,20200925
N446489202000240,2017(년생),5(Kg),F,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151709955_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709955.jpg,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,보성유기동물보호센터,어미견 1마리와 강아지 4마리 구조,문덕면 고인돌길 41-128,20200915,20200925
N446489202000239,2020(년생),2(Kg),F,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/20200915170908_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915170908.jpg,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,보성유기동물보호센터,어미 견 1마리와 강아지 4마리 구조,문덕면 고인돌길 41-128,20200915,20200925
N446489202000238,2020(년생),2(Kg),F,믹스견,검정/ 갈색,U,http://www.animal.go.kr/files/shelter/2020/07/20200915170972[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915170972[1].jpg,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,보성유기동물보호센터,어미 견 1마리와 강아지 4마리 구조,문덕면 고인돌길 41-128,20200915,20200925
N446489202000237,2020(년생),2(Kg),M,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151709547_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709547.jpg,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,보성유기동물보호센터,어미 견 1마리와 강아지 4마리 구조,문덕면 고인돌길 41-128,20200915,20200925
N446489202000236,2020(년생),2(Kg),M,믹스견,검정/ 갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151709468_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709468.jpg,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,보성유기동물보호센터,어미 견 1마리와 강아지 4마리 구조,문덕면 고인돌길 41-128,20200915,20200925
N446489202000235,2017(년생),7(Kg),M,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151709159_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151709159.jpg,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,보성유기동물보호센터,목 주변 상처,조성면 조성리 639,20200915,20200925
N446488202000387,2020(년생),6(Kg),F,믹스견,흑색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151009512_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151009512.jpg,전라남도 고흥군 포두면 우주로 607 (포두면/ 소매점) ,고흥군임시보호센터,작은개,고흥군청 상황실,20200915,20200925
N446488202000386,2020(년생),6(Kg),F,믹스견,황색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151009886_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151009886.jpg,전라남도 고흥군 포두면 우주로 607 (포두면/ 소매점) ,고흥군임시보호센터,작은개,고흥군청,20200915,20200925
N446488202000385,2020(년생),6(Kg),F,믹스견,황색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151009617_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151009617.jpg,전라남도 고흥군 포두면 우주로 607 (포두면/ 소매점) ,고흥군임시보호센터,작은개,고흥군청 상황실,20200915,20200925
N445478202000251,2017(년생),12(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/20200915090911_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915090911.jpg,전라북도 고창군 고창읍 성산8길 39-10 (고창읍/ 더나은동물병원) ,더나은동물병원,파란목줄 착용,전북 고창군 공음면 내대길,20200915,20200924
N445472202000350,2017(년생),4.5(Kg),M,푸들,검정,Y,http://www.animal.go.kr/files/shelter/2020/07/20200915150951_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915150951.jpg,전라북도 완주군 용진면 완주로 174 (용진면/ 용진면사무소) ,연합동물병원,사진과 같은 하네스 착용,삼례읍 삼례주공2단지 주변,20200915,20200925
N445471202000310,2020(년생),2(Kg),M,믹스견,베이지색,N,http://www.animal.go.kr/files/shelter/2020/07/20200915100965_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915100965.jpg,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전북말산업복합센터,앞가슴 교상 / 좌우측 눈 결막염,김제시농업기술센터,20200915,20200925
N445470202000731,2015(년생),3(Kg),F,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009151309815_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151309815.jpg,전라북도 남원시 죽항동 278번지,청원동물병원,피부염이 존재함,남원시 이백면 행복복지센터 부근,20200915,20200925
N445470202000729,2018(년생),6(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151309397_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151309397.jpg,전라북도 남원시 왕정동 67 ,하나동물병원,사진참조,남원시 사매면 대율화정길 106,20200915,20200925
N445467202001665,2020(년생),3(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009152109254_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009152109254.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,군산유기동물보호센터,모낭충과 옴으로 피부병심각/4개월 추정,군산시 임피면 임피교회 부근,20200915,20200925
N445467202001664,2008(년생),3(Kg),F,미니어쳐 핀셔,검정/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009152109108_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009152109108.jpg,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,군산유기동물보호센터,눈이 안보이며 치아상태 매우 안좋음,군산시 미원로113-1,20200915,20200925
N445464202002281,2020(년생),1.6(Kg),F,믹스견,갈색/검정,N,http://www.animal.go.kr/files/shelter/2020/07/20200915220997_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200915220997.jpg,전라북도 전주시 덕진구 송천동1가 626-42,21세기동물병원,구토/설사 ,송천동 화정공원부근,20200915,20200924
N445464202002280,2015(년생),30(Kg),F,시베리안 허스키,회색검정,N,http://www.animal.go.kr/files/shelter/2020/07/202009151909676_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151909676.jpg,전라북도 전주시 완산구 경원동1가 3-10,동부동물병원,온순함,전주고부근,20200915,20200924
N444568202000937,2015(년생),3(Kg),F,요크셔 테리어,흰/갈/검,U,http://www.animal.go.kr/files/shelter/2020/07/202009151609787_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609787.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,출산흔적 있고/ 눈꼽이 많이 끼어있음,당진시 고대면 성산로416,20200915,20200924
N444568202000936,2019(년생),6(Kg),F,믹스견,흰/갈,N,http://www.animal.go.kr/files/shelter/2020/07/202009151609837_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609837.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,경계함/ 전신 피부병,당진시청 인근,20200915,20200924
N444568202000935,2017(년생),15.00(Kg),M,믹스견,갈/흰,U,http://www.animal.go.kr/files/shelter/2020/07/202009151209138_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151209138.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,파란색 목줄/쇠 리드줄 착용/순함,당진시 순성면 각재들길 58-44,20200915,20200924
N444568202000934,2020(년생),2.00(Kg),M,믹스견,흰/갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009151209103_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151209103.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,4개월/순함/임시보호중,당진시 고대면 정미로 1196,20200915,20200924
N444568202000933,2020(년생),0.80(Kg),F,믹스견,흰/갈/검,U,http://www.animal.go.kr/files/shelter/2020/07/202009151209777_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151209777.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,2개월/피부병 심함/순함,당진시 석문방조제로 인근,20200915,20200924
N444568202000932,2020(년생),1.50(Kg),F,믹스견,흰/갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009151209300_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151209300.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,3개월/순함,당진시 면천면 동미로 56,20200915,20200924
N444568202000931,2020(년생),1.50(Kg),M,믹스견,흰/갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009151209755_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151209755.jpg,충청남도 당진시 고대면 연동로 30-6 (고대면) ,당진시동물보호소,3개월/순함,당진시 면천면 동미로 56,20200915,20200924
N444462202000373,2019(년생),3.6(Kg),F,믹스견,흑백색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151609366_s[1].jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609366.jpg,충청남도 태안군 태안읍 남문리 504-6,최동물병원,순함,경동나비엔 대리점,20200915,20200929
N444462202000372,2019(년생),3.8(Kg),F,믹스견,황백색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151609613_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609613.jpg,충청남도 태안군 태안읍 남문리 504-6,최동물병원,순함,경동나비엔 대리점,20200915,20200929
N444462202000371,2020(년생),3.4(Kg),M,믹스견,백색,N,http://www.animal.go.kr/files/shelter/2020/07/202009151609656_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009151609656.jpg,충청남도 태안군 태안읍 남문리 504-6,최동물병원,싸나움,옛뜰 수양관,20200915,20200929
