dog_id, age, weight, sex, kind, color, neuter, thumnail, profile, careAddr, careNm, special, find_place , find_date , end_date
N427348202000959,2020(년생),1.14(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009051509440_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051509440.jpg,대구광역시 달성군 화원읍 비슬로 2490 (화원읍) 옥포면 관할,명곡역동물병원,1개월령 추정/ 피부병/ 순함/,구지면 과학마을로 70,20200907,20200917
N427348202000958,2020(년생),2.00(Kg),F,믹스견,크림색,N,http://www.animal.go.kr/files/shelter/2020/07/20200905150932_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200905150932.jpg,대구광역시 달성군 화원읍 비슬로 2490 (화원읍) 옥포면 관할,명곡역동물병원,2개월령 추정/ 2마리 함께 구조/ 순함/,명곡미래빌 3단지,20200907,20200917
N427347202000674,2017(년생),3(Kg),M,말티즈,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/20200907100971_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200907100971.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,몸통 미용,이곡동 1312-5,20200907,20200917
N427345202000478,2017(년생),8(Kg),M,보스턴 테리어,검정/흰색,Y,http://www.animal.go.kr/files/shelter/2020/07/20200907120974_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200907120974.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,기력 없고 우울함,팔달교 부근,20200907,20200917
N427342202000525,2012(년생),5(Kg),F,미니어쳐 핀셔,검정,U,http://www.animal.go.kr/files/shelter/2020/07/202009071109663_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009071109663.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,/,신기동 모란 1차 아파트,20200907,20200917
N426334202000856,2015(년생),7(Kg),F,말티즈,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009071909866_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009071909866.jpg,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,유기동물및동물보호협,흰색/ 유기견/ 소유자 분실 추정,사하구 몰운대 롯데캐슬 아파트 부근,20200907,20200917
N426334202000855,2015(년생),5(Kg),M,말티즈,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009071809849_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009071809849.jpg,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,유기동물및동물보호협,흰색/ 유기견/ 소유자 분실 추정,사하구 대티로63번길 47,20200907,20200917
N426325202000286,2017(년생),9(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009071009976_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009071009976.jpg,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산동물보호센터,중구1-69호,구청당직실,20200907,20200915
N448536202001632,2019(년생),7(Kg),F,믹스견,파티,U,http://www.animal.go.kr/files/shelter/2020/07/202009061209638_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061209638.jpg,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,밀양시동물보호소,온순함,무안,20200906,20200916
N448536202001631,2020(년생),2(Kg),F,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009061209235_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061209235.jpg,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,밀양시동물보호소,온순함,단장,20200906,20200916
N448536202001630,2020(년생),2(Kg),M,믹스견,블랙,U,http://www.animal.go.kr/files/shelter/2020/07/202009061209923_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061209923.jpg,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,밀양시동물보호소,온순함,단장,20200906,20200916
N448536202001629,2018(년생),13(Kg),Q,믹스견,화이트,U,http://www.animal.go.kr/files/shelter/2020/07/202009061209670_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061209670.jpg,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,밀양시동물보호소,사나움,교동,20200906,20200916
N444457202000556,2012(년생),5.5(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009061809724_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061809724.jpg,충청남도 부여군 부여읍 성왕로 190-1 (부여읍) 세종동물병원,세종동물병원,검정노랑 목걸이,홍산 북토로 137번길 인근,20200906,20200915
N444450202000722,2019(년생),2.8(Kg),M,말티즈,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009061709810_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061709810.png,충청남도 공주시 감영길 7 (반죽동) ,이기영수의과병원,전신미용됨/사람을 잘 따름/순함,신관동 하이마트 ,20200906,20200916
N444449202001166,2020(년생),4.2(Kg),M,믹스견,갈/검,N,http://www.animal.go.kr/files/shelter/2020/07/202009041109209_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041109209.jpg,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,천안시유기동물보호소,귀양쪽피부병심함 다리피부병/매우순함/빨강목줄,광덕 쉼터마트,20200906,20200916
N442420202000407,2020(년생),2(Kg),F,믹스견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009061109753_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061109753.jpg,강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,어미없이 발견,죽헌동 유죽길,20200906,20200916
N442420202000406,2020(년생),2(Kg),F,믹스견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009061109345_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061109345.jpg,강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,어미없이 발견,죽헌동 유죽길,20200906,20200916
N442420202000405,2020(년생),2.3(Kg),F,믹스견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009061109233_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061109233.jpg,강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,어미없이 발견,죽헌동 유죽길,20200906,20200916
N442420202000404,2019(년생),7(Kg),M,믹스견,검정,N,http://www.animal.go.kr/files/shelter/2020/07/202009061109830_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009061109830.jpg,강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,목줄없이 발견 온순함,노암동 고합아파트 앞,20200906,20200916
N447509202000293,2020(년생),4.22(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009051709918_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051709918.jpg,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,영주시 동물보호센터,흰색,영주시 풍기읍 미곡리 부근,20200905,20200915
N447509202000292,2020(년생),7.8(Kg),M,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009051709760_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051709760.jpg,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,영주시 동물보호센터,특이사항 없음,영주시 영광중학교 부근,20200905,20200915
N446482202000440,2018(년생),6.5(Kg),F,믹스견,황색,N,http://www.animal.go.kr/files/shelter/2020/07/202009050809642_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009050809642.jpg,전라남도 순천시 승주읍 승주로 628 (승주읍/ 농업기술센터) 순천시유기동물보호소,순천시유기동물보호소,종합백신/코로나예방/광견병예방/레볼루션/프론트라인/사상충-양성,가곡동 122-1,20200905,20200915
N445473202000084,2019(년생),4.2(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041209531_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041209531.jpg,전라북도 전주시 덕진구 건산로 243 (인후동1가) 행복한동물병원,행복한동물병원,온순함,오룡리 훈이네한과 앞,20200905,20200915
N444453202000625,2018(년생),12.4(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041809532_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041809532.jpg,충청남도 서산시 안견로 312 (읍내동/ 서원빌딩) 1층,성심동물의료센터,진드기 있슴/사람을 많이 경계함,인지면 산동리 17번지 주변,20200905,20200914
N441560202000773,2019(년생),8.8(Kg),F,믹스견,갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009051409406_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409406.jpg,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,한국동물구조관리협회,양귀쫑긋/코검정색/사람따름/털상태양호/,가산면 방축리 825 인근,20200905,20200915
N441560202000771,2016(년생),15.9(Kg),F,믹스견,검/흰,U,http://www.animal.go.kr/files/shelter/2020/07/202009051409439_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409439.jpg,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,한국동물구조관리협회,보더콜리혼종인듯/양귀쫑긋/코검정색/콧등까짐/배꼽탈장/털뭉침/때탐/사람좋아함/,내촌면 금강로 2076 인근,20200905,20200915
N441414202000651,2017(년생),10(Kg),F,믹스견,갈/흰,U,http://www.animal.go.kr/files/shelter/2020/07/202009051409181_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409181.jpg,경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,양귀처짐/ 코연분홍/ 거친털/ 겁많음/약간경계/ 털때탐/ 꼬리단미안됨/,연천읍 차옥로 38-5 일대,20200905,20200915
N441414202000650,2016(년생),3.2(Kg),F,믹스견,갈,U,http://www.animal.go.kr/files/shelter/2020/07/202009051409846_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409846.jpg,경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,양귀쫑긋/ 눈물자국심함/ 코검정/ 엉덩이/목쪽 털 뭉쳐있음/ 사람따름/온순함/ 꼬리단미안됨/ 털상태 불량/,평화로 1239 아이파크아파트 단지내,20200905,20200915
N441409202001161,2019(년생),7.5(Kg),M,믹스견,갈/흰,N,http://www.animal.go.kr/files/shelter/2020/07/20200905140977_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200905140977.jpg,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,노란바탕/빨간줄 목줄/ 양귀반접힘/ 눈물자국/ 낑낑댐/ 사람좋아함/ 꼬리단미안됨/ 털때탐/,대곶면 약암리 1056 인근 수로,20200905,20200915
N441409202001160,2018(년생),5.0(Kg),F,믹스견,갈/검,U,http://www.animal.go.kr/files/shelter/2020/07/202009051409723_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409723.jpg,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,갈색가죽목줄/ 양귀반접힘/ 코검정/ 생리중/ 겁있음/소심함/ 꼬리단미안됨/ 털때탐/,대곶면 약암리 1056 인근 수로,20200905,20200915
N441409202001159,2020(년생),3.2(Kg),M,믹스견,갈/검,N,http://www.animal.go.kr/files/shelter/2020/07/20200905140992_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200905140992.jpg,경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,양귀처짐/ 코검정/ 전신 피부질환/ 소심함/겁많음/만지면 비명지름/ 꼬리단미안됨/ 털상태 불량/,하성면 전류리 122 인근,20200905,20200915
N441393202001838,2010(년생),4(Kg),F,말티즈,백,U,http://www.animal.go.kr/files/shelter/2020/07/202009051009363_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051009363.jpg,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,한국야생동물보호협회,파란색옷,성포파출소에서 인수,20200905,20200915
N441393202001836,2020(년생),2(Kg),M,믹스견,백갈,N,http://www.animal.go.kr/files/shelter/2020/07/202009051009332_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051009332.jpg,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,한국야생동물보호협회,4개월추정/순함,성포동 593-18 부근,20200905,20200915
N441393202001835,2017(년생),10(Kg),F,믹스견,백흑,U,http://www.animal.go.kr/files/shelter/2020/07/202009051009192_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051009192.jpg,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,한국야생동물보호협회,보더콜리 믹스,대부북동 1980 부근,20200905,20200915
N441390202000555,2020(년생),12(Kg),F,믹스견,갈백흑,U,http://www.animal.go.kr/files/shelter/2020/07/202009051109399_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051109399.jpg,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,사나움/목줄없음/개덫에잡혀옴/나이미상,옥길동 399-11 부근,20200905,20200917
N441390202000554,2016(년생),15(Kg),M,믹스견,갈백흑,N,http://www.animal.go.kr/files/shelter/2020/07/202009051309922_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051309922.jpg,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,사나움/목줄없음/개덫에잡혀옴,옥길동 399-11 부근,20200905,20200917
N430366202000612,2018(년생),7(Kg),M,골든 리트리버,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009051409559_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409559.jpg,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터, ,서구 흑석동 693-2,20200905,20200915
N430366202000610,2018(년생),7(Kg),M,골든 리트리버,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009051309269_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051309269.jpg,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,대전동물보호센터, ,서구 흑석동 693-2,20200905,20200915
N427348202000957,2020(년생),2.05(Kg),M,믹스견,크림색,N,http://www.animal.go.kr/files/shelter/2020/07/202009051509878_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051509878.jpg,대구광역시 달성군 화원읍 비슬로 2490 (화원읍) 옥포면 관할,명곡역동물병원,2개월령 추정/ 2마리 함께 구조/ 순함/,명곡미래빌 3단지,20200905,20200915
N427347202000668,2010(년생),4(Kg),M,말티즈,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009051209883_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051209883.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,노령견/ 겁 많음,감삼파출소,20200905,20200915
N427347202000667,2010(년생),4.5(Kg),F,말티즈,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009051209824_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051209824.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,노령견,감삼파출소,20200905,20200915
N427347202000666,2017(년생),8(Kg),F,믹스견,크림색,U,http://www.animal.go.kr/files/shelter/2020/07/202009051209164_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051209164.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,사나움,장기동 퍼스트빌 주차장,20200905,20200915
N427347202000665,2006(년생),4(Kg),M,믹스견,검갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009051209570[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051209570[1].jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,노령견,장기동 퍼스트빌 주차장,20200905,20200915
N427345202000475,2014(년생),4(Kg),F,믹스견,갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009051209993_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051209993.jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,/,태전 119,20200905,20200915
N427344202000410,2007(년생),2.5(Kg),F,치와와,흰/검정,U,http://www.animal.go.kr/files/shelter/2020/07/202009051109308[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051109308[1].jpg,대구광역시 동구 금강로 151-13 (금강동) ,대구유기동물보호센터,노령견/ 백내장,관문시장 부근,20200905,20200915
N426332202000584,2017(년생),9(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009051909188_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051909188.jpg,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산동물보호센터,헛짖음이심함,구청당직실,20200905,20200915
N411316202000393,2020(년생),2.9(Kg),M,믹스견,검,N,http://www.animal.go.kr/files/shelter/2020/07/202009051409953[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009051409953[1].jpg,경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,양귀접힘/ 코검정/ 전신피부질환/탈모/ 사람따름/얌전함/ 꼬리단미안됨/ 털상태 양호/,천왕로 21 주차장 일대,20200905,20200915
N411308202000491,2020(년생),1.5(Kg),F,믹스견,갈/검,U,http://www.animal.go.kr/files/shelter/2020/07/20200905140971_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200905140971.jpg,경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,양귀처짐/ 코검정/ 사람따름/ 꼬리단미안됨/ 털상태 양호/,삼양로 173길 462 북한산국립공원 백운탐방지원센터 인근,20200905,20200915
N411308202000490,2020(년생),1.5(Kg),M,믹스견,갈/검,U,http://www.animal.go.kr/files/shelter/2020/07/20200905140989_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/20200905140989.jpg,경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,양귀처짐/ 코검정/ 사람따름/ 꼬리단미안됨/ 털상태 양호/,삼양로 173길 462 북한산국립공원 백운탐방지원센터 인근,20200905,20200915
N448545202000134,2015(년생),8.9(Kg),F,믹스견,검/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041709345_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041709345.jpg,경상남도 산청군 산청읍 친환경로 2783-25 (산청읍) ,산청동물보호센터,구조시 목줄없음,신등면 둔철산로 897-17,20200904,20200914
N448544202000282,2019(년생),10(Kg),F,믹스견,검정,N,http://www.animal.go.kr/files/shelter/2020/07/202009041209942_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041209942.jpg,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,하동군유기동물보호소,순함,하동군 악양면 외둔길21,20200904,20200914
N448538202000470,2015(년생),22(Kg),F,올드 잉글리쉬 불독,흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009041709962_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041709962.jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,흰색,상북면중앙로136,20200904,20200914
N448538202000469,2018(년생),15(Kg),M,믹스견,검정갈색,U,http://www.animal.go.kr/files/shelter/2020/07/202009041709225[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041709225[1].jpg,경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,검정갈색 눈치료중,원동면풍호마을,20200904,20200914
N448534202000823,2020(년생),1(Kg),F,믹스견,갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041609189_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041609189.jpg,경상남도 사천시 곤명면 흥신로 514 (곤명면) ,사천시위탁관리소,2개월/ 갈색/ 귀가 쳐져있음/,신흥리484,20200904,20200914
N448533202000523,2018(년생),21(Kg),F,진도견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041809572[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041809572[1].jpg,경상남도 통영시 광도면 죽림3로 33 (광도면) 사랑애완동물병원,사랑애완동물병원,녹색(남색라인)목테 착용/최근 출산/수유/이유 흔적,구집2길 6.구집마을회관 인근,20200904,20200914
N448532202000712,2019(년생),7.8(Kg),M,믹스견,검정/흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041109202_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041109202.jpg,경상남도 창원시 진해구 웅천로 218 (성내동/ 농업기술센터) 205번지 ,진해유기동물보호소,약간 경계/ 중X/ 칩X,충장로 화성타일 앞,20200904,20200910
N448532202000711,2019(년생),6.5(Kg),F,코카 스파니엘,진갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041109187_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041109187.jpg,경상남도 창원시 진해구 웅천로 218 (성내동/ 농업기술센터) 205번지 ,진해유기동물보호소,미용되어 있음/ 온순 친화적/ 중X/ 칩X,경화동 홈플러스 인근,20200904,20200910
N447525202000380,2020(년생),3.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041209972_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041209972.jpg,경상북도 울진군 울진읍 울진중앙로 39 (울진읍/ 킴스동물병원) ,킴스동물병원,흰색 믹스견/ 60일령 추정/ 왼쪽 귀 없음,울진군 울진읍 월변 동네여관 부근,20200904,20200911
N447525202000379,2020(년생),3.00(Kg),F,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041209734_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041209734.jpg,경상북도 울진군 울진읍 울진중앙로 39 (울진읍/ 킴스동물병원) ,킴스동물병원,흰색 믹스견/ 60일령 추정,울진군 울진읍 월변 동네여관 부근,20200904,20200911
N447523202000129,2018(년생),4(Kg),M,믹스견,흰색/ 갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041709208_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041709208.jpg,경상북도 예천군 예천읍 충효로 632-84 (예천읍/ 유기동물보호소) ,예천군유기동물보호소,구조시 목줄없음,감천면 예천온천 인근,20200904,20200914
N447520202000205,2018(년생),10(Kg),M,믹스견,흰색/갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041109686_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041109686.jpg,경상북도 고령군 대가야읍 쾌빈3길 2 (대가야읍) 라파동물병원,라파동물병원,흰색/갈색 믹스견,덕곡면 노리 미천공원,20200904,20200914
N447519202000285,2018(년생),20(Kg),F,믹스견,회색/흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009041709221_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041709221.jpg,경상북도 청도군 화양읍 청화3길 10 (화양읍) 3층 농정과,청도동물보호소,순한 편/ 검정색 목끈 있음/ 말라뮤트 품종 믹스 추정,화양읍 고평리 541-5,20200904,20200914
N447519202000284,2018(년생),8(Kg),M,믹스견,황색/ 흰색,U,http://www.animal.go.kr/files/shelter/2020/07/202009041709431_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041709431.jpg,경상북도 청도군 화양읍 청화3길 10 (화양읍) 3층 농정과,청도동물보호소,사나운편,이서면 각계길 58-9,20200904,20200914
N447517202000063,2020(년생),7(Kg),F,믹스견,흑샐과 갈색 혼합,N,http://www.animal.go.kr/files/shelter/2020/07/202009041109714_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041109714.jpg,경상북도 영양군 입암면 마령산해로 1202 (입암면) .,영양군유기동물보호소,사람을 경계함,영양읍 낙원로 36,20200904,20200914
N447513202000761,2013(년생),7(Kg),M,코카 스파니엘,검정/ 흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009042109906_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009042109906.jpg,경상북도 경산시 용성면 사양지길 95 (용성면) ,경산시유기동물보호소,스파니엘/ 견주의 작고로 구조하여 보호소 입소/ 많이 마른상태,사정동,20200904,20200914
N447513202000760,2020(년생),1.8(Kg),M,믹스견,연갈색/ 크림색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041909157_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041909157.jpg,경상북도 경산시 용성면 사양지길 95 (용성면) ,경산시유기동물보호소,생후 60일령 추정/ 인흥리 인근 농수로에 빠져 구조,남산 인흥리,20200904,20200914
N447513202000759,2020(년생),1.86(Kg),M,믹스견,연갈색/ 크림색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041909131_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041909131.jpg,경상북도 경산시 용성면 사양지길 95 (용성면) ,경산시유기동물보호소,생후 60일령 추정/ 인흥리 인근 농수로에 빠져 구조,남산 인흥리,20200904,20200914
N447513202000758,2020(년생),1.92(Kg),F,믹스견,연갈색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041909720_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041909720.jpg,경상북도 경산시 용성면 사양지길 95 (용성면) ,경산시유기동물보호소,생후 60일령 추정/ 인흥리 인근 농수로에 빠져 구조,남산 인흥리,20200904,20200914
N447502202001466,2012(년생),5.6(Kg),M,닥스훈트,흑황,N,http://www.animal.go.kr/files/shelter/2020/07/202009041809248_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041809248.jpg,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,하네스착용(번호적는곳이 있으나 적혀있는게 없음)/활발한성격/치석많이있음,경상북도 포항시 남구 오천읍 문덕리 10-36번지,20200904,20200914
N447502202001465,2018(년생),3.8(Kg),M,말티즈,백,Y,http://www.animal.go.kr/files/shelter/2020/07/202009041509802_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041509802.jpg,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,하네스착용/유치있음/미용되어있음/사람좋아함,경상북도 포항시 남구 상공로 223,20200904,20200914
N447502202001464,2018(년생),20(Kg),M,믹스견,황,N,http://www.animal.go.kr/files/shelter/2020/07/202009041109740_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041109740.jpg,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,영일동물플러스,약간경계함/크기에 비해 말랐음/입주위 약간 밝은색 털,경상북도 포항시 남구 오천 동화면옥 맞은편 냉천산책로,20200904,20200914
N446496202000203,2019(년생),17(Kg),M,믹스견,흰색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041809505[1]_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041809505[1].jpg,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,학교동물임시보호센터,믹스견/흰색/수/1세/17kg추정,함평군 나산면 수상리 유덕마을,20200904,20200921
N446496202000202,2019(년생),4(Kg),F,치와와,검정색,N,http://www.animal.go.kr/files/shelter/2020/07/202009041809171_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009041809171.jpg,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,학교동물임시보호센터,치와와/검정색/암/1세/4kg추정/,함평군 해보면 유정길 71-21,20200904,20200921
N446494202000319,2020(년생),4(Kg),F,믹스견,고동색,N,http://www.animal.go.kr/files/shelter/2020/07/202009040609570_s.jpg,http://www.animal.go.kr/files/shelter/2020/07/202009040609570.jpg,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,유기동물 삼호 보호소,충분한 먹이와 젖을 먹지 못하여 성장률이 낮다/,신한리14,20200904,20200914
